Course Title,Description,Prerequisites,Preq_Notes,Keywords,Course Code,Department,Credits,Difficulty
"PHIL 3201 Wittgenstein, Quine, & Kripke on Necessity and a Priori Knowledge (4 Credits)","A study of Wittgenstein, Quine, and Kripke on the nature of necessity, a priori knowledge and their relation to understanding philosophy. Prerequisite: junior standing or instructor's permission.",,Instructor's permission. Junior standing.,"a priori knowledge, a study, instructor, instructor's permission, junior, junior standing, kripke, nature, necessity, permission, philosophy, priori, quine, relation, standing, the nature, their relation, wittgenstein",PHIL 3201,PHIL,4,Unknown
PHIL 3620 Philosophical Perspectives on Economics and Social Sciences (4 Credits),"This course provides an advanced survey of conceptual and methodological issues that lie at the intersection of philosophy, economics, and the social sciences. More specifically, the main goal is to engage in a critical discussion of how sciences such as psychology, sociology, and neuroscience can challenge and modify the foundations and methodology of economic theories. The course is structured around three broad modules. After a brief introduction, we begin by discussing the emergence of rational choice theory which constitutes the foundation of classical and neoclassical economics and present some paradoxical implications of expected utility theory. The second module focuses on the relationship between economics and psychology. More specifically, we examine the emergence of behavioral economics, the study of the social, cognitive, and emotional factors on the economic decisions of individuals and institutions and their consequences for market prices, returns, and resource allocation. Finally, the third module focuses on the implications of neuroscience on decision making. We discuss some recent developments in neuroeconomics, a field of study emerged over the last few decades which seeks to ground economic theory in the study of neural mechanisms which are expressed mathematically and make behavioral predictions.",,,"a brief introduction, a critical discussion, a field, allocation, an advanced survey, around three broad modules, behavioral, behavioral economics, behavioral predictions, brief, broad, choice, classical, classical and neoclassical economics, cognitive, conceptual, conceptual and methodological issues, consequence, decade, decision making, economic theories, economic theory, emergence, emotional, expected, expected utility theory, factor, foundation, goal, implication, individual, institution, intersection, market, market prices, mechanism, methodological, methodology, module, neoclassical, neural, neural mechanisms, neuroeconomic, neuroscience, paradoxical, philosophy, prediction, price, psychology, rational, rational choice theory, recent, relationship, resource, resource allocation, return, science, second, sociology, some paradoxical implications, some recent developments, survey, the course, the economic decisions, the emergence, the foundation, the foundations, the implications, the intersection, the last few decades, the main goal, the relationship, the second module, the social sciences, the social, cognitive, and emotional factors, the study, the third module, their consequences, this course, utility",PHIL 3620,PHIL,4,Advanced
"PHIL 3610 Advanced Topics in Philosophy, Psychology, and Cognitive Science (4 Credits)","This course provides an advanced survey of conceptual and methodological issues that lie at the intersection of philosophy, psychology, and cognitive science. More specifically, our main goal is to engage in a critical discussion of how the study of the mind requires an interdisciplinary approach that integrates empirical findings with conceptual and philosophical theorizing. Cross listed with PSYC 3610. Prerequisites: PSYC 1001 and junior standing (or instructor approval).","PSYC1001, PSYC3610",Junior standing.,"a critical discussion, an advanced survey, an interdisciplinary approach, cognitive, cognitive science, conceptual, conceptual and methodological issues, conceptual and philosophical theorizing, cross, empirical, empirical findings, finding, goal, intersection, junior, junior standing, methodological, mind, our main goal, philosophical, philosophy, psyc, psychology, science, standing, survey, the intersection, the mind, the study, theorizing, this course",PHIL 3610,PHIL,4,Advanced
PHIL 2700 Biomedical Ethics (4 Credits),Discussion of some of the most pressing ethical issues engaged by contemporary developments in biology and medicine. This course counts toward the Analytical Inquiry: Society and Culture requirement.,,,"analytical, biology, contemporary developments, ethical, inquiry, medicine, pressing, society and culture requirement, the analytical inquiry, the most pressing ethical issues, this course",PHIL 2700,PHIL,4,Unknown
PHIL 2402 London and Paris: Medieval to Postmodern (4 Credits),"This is a 3-week summer session course involving one week on campus and two weeks travel to London and Paris. It traces the development of philosophical ideas, politics, social institutions, architecture, and the visual arts from the Middle Ages to the present as they occurred in these two major capitals. Its approach is both historical and comparative and emphasizes understanding and interpreting the contemporary experience of these cities in light of their shared as well as divergent historical paths. This course counts toward the Analytical Inquiry: Society and Culture requirement.",,,"a 3-week summer session course, age, analytical, architecture, art, campus, capital, city, comparative, divergent, experience, idea, inquiry, institution, its approach, light, london, middle, one week, paris, philosophical, philosophical ideas, politic, present, session, social institutions, society and culture requirement, summer, the analytical inquiry, the contemporary experience, the development, the middle ages, the present, the visual arts, their shared as well as divergent historical paths, these cities, these two major capitals, this course, understanding, visual, week",PHIL 2402,PHIL,4,Unknown
"PHIL 3024 Maimonides: Greek, Islamic, and Christian Encounters (4 Credits)","Using the ""Guide of the Perplexed"" as our central text, we explore the complex philosophical ideas of Moses Maimonides (1135-1204), a central figure in the history of philosophy and in the history of Jewish thought. In this course, we examine in depth the relationship between Maimonides’ core ideas and various Greek, Muslim and Christian thinkers, including: Aristotle, Plotinus, al-Farabi, Avicenna (Ibn Sina), al-Ghazali, Averroes (Ibn Rushd), and Aquinas. Topics to be explored include: what is ""metaphysics? ""; God’s unity and essence as existence itself; the mystery of knowing and not knowing God (including a consideration of God’s ways as well as ""negative theology""--viz. the extent to which we do not know God); God as pure intellect; the nature of the cosmos and the ""separate intellects""; creation vs. eternity vs. emanation: philosophical and religious perspectives on the origins of the universe and implications for ""living in the world with/out God. "" In our study, we will also address the methodological implications of cross-religious and cross-language analyses, and how to spot and address (in your own work and in the work of others) tacit cultural biases at play in the interpretive process. Cross listed with JUST 3024 and RLGS 3024. Prerequisite: Junior standing or instructor's permission.","JUST3024, RLGS3024",Instructor's permission. Junior standing.,"""; god’s unity, a central figure, aquina, aristotle, averroe, avicenna, bias, central, christian, complex, core, core ideas, cosmo, creation, cross, cross-religious and cross-language analyses, depth, emanation, essence, eternity, existence, farabi, figure, ghazali, god, greek, guide, idea, implication, instructor, instructor's permission, intellect, interpretive, jewish, jewish thought, junior, junior standing, language, metaphysic, methodological, moses, muslim, muslim and christian thinkers, mystery, nature, origin, our central text, our study, permission, perplexed, perspective, philosophical, philosophical and religious perspectives, philosophy, play, plotinus, pure, pure intellect, relationship, religious, rlgs, separate, standing, tacit, tacit cultural biases, text, the ""guide, the ""separate intellects, the complex philosophical ideas, the cosmos, the history, the interpretive process, the methodological implications, the mystery, the nature, the origins, the perplexed, the relationship, the universe, the world, thinker, this course, thought, unity, universe, various greek",PHIL 3024,PHIL,4,Unknown
PHIL 3011 Great Thinkers: Virginia Woolf (4 Credits),"In this course we will read Virginia Woolf as a philosopher. We will discuss her philosophy of nature, knowledge, art, politics, science, sensation, gender, and materialism throughout her fiction and non-fiction writings.",,,"a philosopher, art, fiction, gender, her fiction, her philosophy, materialism, nature, non, non-fiction writings, philosopher, philosophy, politic, science, sensation, this course, virginia, virginia woolf, woolf, writing",PHIL 3011,PHIL,4,Unknown
PHYS 3711 Optics I (4 Credits),"First of a two-quarter sequence. Gaussian optics and ray tracing; matrix methods and application to optical design; elementary theory of aberrations; light as electromagnetic wave, diffraction and interference; interferometers and their applications. Elementary theory of coherence; selected topics. May include laboratory work as appropriate. Prerequisites: PHYS 1113, PHYS 1213 or PHYS 1214, and MATH 2070.","MATH2070, PHYS1113, PHYS1213, PHYS1214",,"a two-quarter sequence, aberration, appropriate, coherence, diffraction, electromagnetic, electromagnetic wave, elementary, elementary theory, gaussian, gaussian optics, interference, interferometer, laboratory, laboratory work, light, math, matrix, matrix methods, optical, optical design, optics, phy, quarter, ray, ray tracing, selected topics, sequence, their applications, tracing, wave",PHYS 3711,PHYS,4,Beginner
PHYS 2025 Engineering Applications II (1 Credit),Cross-listed with ENEE 2025. Laboratory program practicing time and frequency domain analysis and design techniques on step response and filter problems. Applications to instrumentation and circuits. Cross listed with ENEE 2025. Prerequisite: PHYS 2011. Corequisite: PHYS 2021 or instructor's permission.,"ENEE2025, PHYS2011, PHYS2021",,"circuit, corequisite, design techniques, domain, enee, filter, filter problems, frequency, instructor, instructor's permission, instrumentation, laboratory, laboratory program, permission, phy, response, step, step response, technique, time, time and frequency domain",PHYS 2025,PHYS,1,Unknown
PHYS 1113 General Physics III (5 Credits),"This is the third of a three-quarter sequence for students in any Natural Science and Mathematics field of study. The course stresses physics concepts rather than equation derivation as in the calculus-based course (PHYS 1211/PHYS 1212/PHYS 1213 or PHYS 1214). Algebra and trigonometry are used regularly to solve problems and make predictions. Includes topics in rotational motion, torque, vibrations, fluids, heat and thermodynamics, kinetic theory, and particles and matter waves. The course includes a rigorous algebra-based laboratory that exposes students to a broad range of the real physical phenomena investigated using equipment as well as computerized instrumentation and data acquisition techniques. This course counts toward the Scientific Inquiry: The Natural and Physical World requirement. Prerequisites: high school algebra, trigonometry, PHYS 1112. Students majoring in physics or engineering are required to take PHYS 1211/PHYS 1212/PHYS 1213 or PHYS 1214. Lab fee associated with this course.","PHYS1112, PHYS1211, PHYS1212, PHYS1213, PHYS1214",,"a broad range, a rigorous algebra-based laboratory, a three-quarter sequence, acquisition, algebra, any natural science and mathematics field, broad, calculus, computerized, computerized instrumentation, data acquisition techniques, derivation, engineering, equation, equation derivation, equipment, fee, fluid, heat, high, high school algebra, inquiry, instrumentation, kinetic, kinetic theory, lab, lab fee, laboratory, mathematic, matter, matter waves, motion, natural, particle, phenomenon, phy, physical, physics, physics concepts, prediction, quarter, range, real, rigorous, rotational, rotational motion, school, science, sequence, technique, the calculus-based course, the course, the natural and physical world requirement, the real physical phenomena, the scientific inquiry, thermodynamic, this course, torque, trigonometry, vibration, wave",PHYS 1113,PHYS,5,Unknown
PHYS 2340 Medical Imaging Physics (3 Credits),"This is the second course required for a medical physics minor, following Physics of the Body (PHYS 2300). X-rays; nuclear medicine instrumentation; radiography and fluoroscopy; computed tomography; ultrasound; magnetic resoce imaging; radiobiology. Prerequisites: PHYS 1112, PHYS 1212.","PHYS1112, PHYS1212, PHYS2300",,"a medical physics minor, body, computed, computed tomography, fluoroscopy, imaging, instrumentation, magnetic, magnetic resoce imaging, medical, medicine, nuclear, phy, physics, radiobiology, radiography, ray, resoce, second, the body, the second course, tomography, ultrasound, x-rays; nuclear medicine instrumentation",PHYS 2340,PHYS,3,Unknown
PHYS 1090 Cosmology (4 Credits),"Companion to PHYS 1070. Discoveries of modern era concerning stars, galaxies, and origin and fate of universe, to aid appreciation of new discoveries. Open to majors and non-majors in the sciences. Includes scheduled observing at Chamberlin Observatory. Recommended Prerequisite: PHYS 1050.","PHYS1050, PHYS1070",,"appreciation, chamberlin, chamberlin observatory, companion, discovery, era, fate, galaxy, modern, modern era, new, new discoveries, non, observatory, open, origin, phy, science, star, the sciences, universe",PHYS 1090,PHYS,4,Unknown
PHYS 3850 Foundations of Biophysics (3 Credits),"The course highlights application of basic physics principles to the study of cells and macromolecules. Topics include random processes, thermodynamics, statistical mechanics, diffusion, to provide a quantitative description of different processes in biology at the molecular and cellular level.",,,"a quantitative description, basic physics principles, biology, cell, cellular, description, different processes, diffusion, level, macromolecule, mechanic, molecular, physics, quantitative, random, random processes, statistical, statistical mechanics, the course, the molecular and cellular level, the study, thermodynamic",PHYS 3850,PHYS,3,Beginner
PHYS 1214 University Physics III for Engineers (4 Credits),"This is the third course of a three-quarter sequence and is for engineers only; this is equivalent to PHYS 1213, but does not include lab component. Electrostatics, electric circuits, magnetism and electromagnetism; electromagnetic waves. Required for all engineering majors. This course counts toward the Scientific Inquiry: The Natural and Physical World requirement. Cross listed with PHYS 1213. Prerequisite: PHYS 1212. Corequisite: MATH 1953.","MATH1953, PHYS1212, PHYS1213",,"a three-quarter sequence, all engineering majors, circuit, component, corequisite, electric, electric circuits, electromagnetic, electromagnetic waves, electromagnetism, electrostatic, engineer, engineering, equivalent, inquiry, lab, lab component, magnetism, math, natural, phy, physical, quarter, sequence, the natural and physical world requirement, the scientific inquiry, the third course, this course, wave",PHYS 1214,PHYS,4,Unknown
PHYS 2021 Circuits II (3 Credits),"Cross-listed with ENEE 2021. AC analysis of linear circuits to include circuit theorems via classical and transform techniques. Emphasis is on Laplace transform, including use of pole-zero and Bode diagrams to analyze and design circuits, including multiple filters (single-pole cascade, Butterwork, Chebyshev), and step response circuits. Phasors applications to sinusoidal steady state analysis and AC power. Computer analysis software is used as an aid to circuit design. Cross listed with ENEE 2021. Prerequisites: PHYS 2011, PHYS 2015. Corequisites: PHYS 2025, MATH 2070.","ENEE2021, MATH2070, PHYS2011, PHYS2015, PHYS2025",,"ac analysis, ac power, aid, an aid, bode, bode diagrams, circuit, circuit theorems, classical, classical and transform techniques, computer, computer analysis software, corequisite, cross, diagram, enee, filter, laplace, laplace transform, linear, linear circuits, math, multiple, multiple filters, phasor, phy, pole, power, response, software, state, steady, steady state analysis, step, technique, theorem, transform, use",PHYS 2021,PHYS,3,Unknown
PHYS 2251 Modern Physics I (4 Credits),"First of a two-quarter sequence. Topics covered: Introduction to special relativity; photons, de Broglie wavelength, Heisenberg uncertainty principles, quantum numbers and invariance principles; introduction to quantum physics of atoms, molecules, solids and nuclei; radioactive decay; elementary particles. Prerequisites: PHYS 1113, PHYS 1213 or PHYS 1214 and MATH 1953. Corequisite: MATH 2070.","MATH1953, MATH2070, PHYS1113, PHYS1213, PHYS1214",,"a two-quarter sequence, atom, broglie, corequisite, de broglie wavelength, decay, elementary, elementary particles, heisenberg, heisenberg uncertainty principles, invariance, invariance principles, math, molecule, nucleus, number, particle, photon, phy, physics, quantum, quantum numbers, quantum physics, quarter, radioactive, radioactive decay, relativity, sequence, solid, special, special relativity, uncertainty, wavelength",PHYS 2251,PHYS,4,Beginner
PHYS 2400 Introduction to Quantum Computing (4 Credits),"This physics course will introduce students to the theory and applications of quantum computing. Students will gain a foundational understanding of quantum computing concepts, principles, and applications, and will gain experience simulating and programming quantum gates – culminating in students designing a quantum computation and running it on a real quantum computer. This experience will prepare students to engage with quantum science and engineering. Prerequisite: MATH 1953.",MATH1953,,"a foundational understanding, a quantum computation, a real quantum computer, computation, computer, computing, engineering, experience, experience simulating, foundational, gate, math, physics, quantum, quantum computing, quantum computing concepts, quantum gates, quantum science, real, science, simulating, the theory, this experience, this physics course, understanding",PHYS 2400,PHYS,4,Beginner
PHYS 1050 Descriptive Astronomy (4 Credits),"Introduction to the cosmos, including stars, galaxies, and origin and fate of universe; constellations and observing techniques. Includes laboratory and observing sessions at Chamberlin Observatory's 20-inch refractor telescope.",,,"chamberlin, chamberlin observatory's 20-inch refractor telescope, constellation, cosmo, fate, galaxy, inch, laboratory, observatory, origin, refractor, session, star, technique, telescope, the cosmos, universe",PHYS 1050,PHYS,4,Beginner
PHYS 3350 Physics and Information (4 Credits),"Students in Physical Sciences are often well versed in the art of model building but less so in the process of model-selection when multiple models can describe the same data. Students rarely learn tools beyond curve fitting and least square error minimization for model selection. Consequently, students are often unaware of the scope of different tools and fail to make judicious choice of algorithms/theories when faced with diverse problems. For example, building a model from data is very different from generating data (stochastic or deterministic) from a model. Next consider two contrasting challenges of model building i) when there is limited data vs ii) when there is too much data. For the first problem -- inferring models from limited data -- the solution can be traced back to Boltzmann's formulation of Statistical Physics describing motion of atoms. The connection between Information theory, Inference and Boltzmann's description, however, is often overlooked in introductory or even advanced classes in Physics, and Statistics. Studying these similarities can unlock novel solutions for problems well outside of thermodynamics, even as far as Image processing, Biology and Network science. Inference also requires us to appreciate fundamental topics in Probability -- difference between frequentist and non-frequentist approach, Bayesian formalism -- that are rarely taught to physical scientists, life scientists or engineers. At the other extreme, faced with data deluge, we routinely ask: how do we make sense of too much data ? We use clustering, PCA, Neural Networks. In this course we will discuss and connect all these seemingly disparate concepts and apply them -- at the appropriate context -- to diverse problems in Physics, Chemistry, Biology and beyond. In the process we will gain an in-depth knowledge about commonly heard but perhaps less understood topics such as: Entropy, Likelihood maximization, Bayesian statistics, PCA, Classification algorithms, and Neural Networks. We will also address another often overlooked but fundamental and fascinating topic, biology's inherent ability to encode and decode information. Currently there is no such course that address all these topics in Information and Data Science in an unified manner -- deeply connecting their formal basis, regime of applicability -- grounded on physical principles, with a forward looking approach towards application in many areas well outside of traditional sciences. A lot of learning in the course will happen `on the fly', where the tools and application problems are learnt as needed. Prerequisites: Calculus I, Calculus II, and at least two other courses focusing on application of mathematics to problems in physics/chemistry/biology or engineering. Example of this course can be University Physics, Modern Physics, Biostatistics, Differential Equation, Linear Algebra, Computational Physics, or other equivalent courses (upon Instructor approval).",,,", pca, -frequentist approach, a forward looking approach, a lot, a model, algebra, algorithm, all these seemingly disparate concepts, all these topics, an unified manner, another often overlooked but fundamental and fascinating topic, applicability, application problems, appropriate, art, at least two other courses, atom, basis, bayesian, bayesian formalism, bayesian statistics, biology, biology's inherent ability, biostatistic, boltzmann, boltzmann's description, boltzmann's formulation, building, calculus, calculus i, calculus ii, challenge, chemistry, choice, classification, computational, computational physics, connection, curve, curve fitting and least square error minimization, data deluge, decode, deluge, depth, description, difference, different tools, differential, differential equation, disparate, diverse, diverse problems, engineer, engineering, entropy, equation, equivalent, error, example, extreme, fascinating, fitting, fly, formal, formalism, formulation, forward, frequentist, fundamental topics, image, image processing, inference, inferring, inferring models, information, information and data science, information theory, inherent, introductory, introductory or even advanced classes, judicious, judicious choice, learning, life, life scientists, likelihood, likelihood maximization, limited, limited data, linear, linear algebra, lot, manner, many areas, mathematic, maximization, minimization, model building, model selection, modern, modern physics, motion, multiple, multiple models, network, neural, neural networks, no such course, non, novel, novel solutions, other equivalent courses, pca, physic, physical, physical principles, physical sciences, physical scientists, physics, probability, processing, regime, science, scientist, scope, selection, sense, similarity, solution, square, statistic, statistical, statistical physics, the appropriate context, the art, the connection, the course, the first problem, the fly, the other extreme, the process, the same data, the scope, the solution, the tools, their formal basis, thermodynamic, these similarities, this course, to encode and decode information, too much data, tool, traditional, traditional sciences, two contrasting challenges, unaware, unified, university physics",PHYS 3350,PHYS,4,Advanced
PHYS 3255 Black Holes and Cosmology (4 Credits),"The very small, the very large, and the very gravitational provide extreme tests of physics. In this course, we will cover two of these: cosmology, i. e. , the universe on large scales, or as a whole (the very large) and black holes (the very gravitational). We will cover some basics of special and general relativity and quantum mechanics relevant to these topics, and discuss recent research testing these frontiers of physics, emphasizing analogies that help to relate these exotica to more familiar physical systems. Prerequisites: PHYS 2252 and MATH 1953.","MATH1953, PHYS2252",,"a whole and black holes, analogy, black, cosmology, exotica, extreme, extreme tests, familiar, frontier, general, gravitational, hole, i. e., large, large scales, math, mechanic, more familiar physical systems, phy, physic, physical, physics, quantum, recent, recent research testing, relativity, relevant, scale, small, some basics, special, special and general relativity and quantum mechanics, test, testing, the universe, these exotica, these frontiers, these topics, this course, universe",PHYS 3255,PHYS,4,Beginner
PHYS 3720 Light-Matter Interaction (4 Credits),"This course will introduce the theory and applications of light-matter interactions. Fundamental theory will be explored from both semi-classical and quantum perspectives, and photon-carrier interactions will be studied in a variety of physical systems, including atoms, glasses, semiconductors, and metals. Experimental techniques will also be discussed, such as absorption, photoluminescence, and coherent spectroscopies, in addition to ultrafast nonlinear optical interactions. Students will also build their own demonstration and teaching module for elementary-age children, and will use their module to teach children at a local school.",,,"a local school, a variety, absorption, addition, age, atom, both semi-classical and quantum perspectives, carrier, child, classical, coherent, coherent spectroscopies, demonstration, elementary, elementary-age children, experimental, experimental techniques, fundamental theory, glass, interaction, light, light-matter interactions, matter, metal, module, nonlinear, optical, perspective, photoluminescence, photon, photon-carrier interactions, physical, physical systems, quantum, school, semi, semiconductor, spectroscopy, teaching, teaching module, technique, the theory, their module, their own demonstration, this course, ultrafast, ultrafast nonlinear optical interactions, variety",PHYS 3720,PHYS,4,Beginner
PHYS 3270 Workshop: Practical Astronomy (1-5 Credits),"Capstone coursework featuring studies in experimental, computational, and/or theoretical work in astronomy and astrophysics. Credit can apply toward physics or astrophysics minor.",,,"astronomy, astrophysic, capstone, capstone coursework, computational, coursework, experimental, experimental, computational, and/or theoretical work, physics",PHYS 3270,PHYS,0,Unknown
PHYS 1200 Physics Preparatory (2 Credits),"This course is strongly recommended to everyone considering a major in physics and astronomy. It introduces students to problems, techniques, and tools used in physics and astronomy and offers an overview of the research carried out in the Department of Physics and Astronomy. High-school physics knowledge is not required.",,,"a major, an overview, astronomy, high, high-school physics knowledge, physics, school, technique, the department, the research, this course, tool",PHYS 1200,PHYS,2,Beginner
PHYS 3612 Electromagnetism II (4 Credits),"Second of a two-quarter sequence. Magnetic vector potential; magnetic fields in matter: magnetization; fields of magnetized objects; linear and nonlinear magnetic materials; electromotive force, Ohm’s law; electromagnetic induction; Faraday’s law; Maxwell’s equations; the displacement current; boundary conditions; the Poynting theorem; momentum and energy density of the fields; the Maxwell stress tensor; the wave equation and electromagnetic waves in vacuum and matter; absorption and dispersion; wave guides; the potential formulation and gauge transformations; retarded potentials; dipole radiation. Prerequisite: PHYS 3611.",PHYS3611,,"a two-quarter sequence, absorption, boundary, boundary conditions, condition, density, dipole, dipole radiation, dispersion, displacement, electromagnetic, electromagnetic induction, electromagnetic waves, electromotive, electromotive force, energy, energy density, equation, faraday, faraday’s law, force, formulation, gauge, guide, induction, law, linear, linear and nonlinear magnetic materials, magnetic, magnetic fields, magnetic vector potential, magnetization, magnetized objects, material, matter, maxwell, maxwell’s equations, momentum, nonlinear, object, ohm, ohm’s law, phy, potential, quarter, radiation, retarded, retarded potentials, sequence, stress, tensor, the displacement current, the fields, the maxwell stress tensor, the potential formulation and gauge transformations, the poynting theorem, the wave equation, theorem, transformation, vacuum, vector, wave, wave guides",PHYS 3612,PHYS,4,Unknown
PHYS 2311 Intermediate Lab I (2 Credits),"In this lab, students learn to develop laboratory instrumentation to make physical measurements using electronic circuitry and the personal computer. Laboratory exercises include a review of DC circuits including transistors, Lab VIEW programming, the PC parallel port, AC circuits and the oscilloscope, operational amplifiers and the RS-232 C serial port. Strong emphasis for this lab is placed on having students develop independence with their laboratory skills. Prerequisites: PHYS 2260 and MATH 2070.","MATH2070, PHYS2260",,"a review, ac circuits, amplifier, circuit, circuitry, computer, dc circuits, electronic, electronic circuitry, exercise, independence, instrumentation, lab, lab view programming, laboratory, laboratory exercises, laboratory instrumentation, math, measurement, operational, operational amplifiers, oscilloscope, parallel, personal, phy, physical, physical measurements, port, programming, review, serial, serial port, strong, strong emphasis, the oscilloscope, the pc parallel port, the personal computer, the rs-232, their laboratory skills, this lab, transistor, view",PHYS 2311,PHYS,2,Intermediate
PHYS 1011 21st-Century Physics and Astronomy I (4 Credits),"First class in a three-quarter sequence that explores the meaning of discoveries in our physical world in terms of astronomy and astrophysics, and how they shape modern research into our knowledge of the nature of the universe. In this course sequence, students (1) survey the fundamentals of the cutting-edge astronomy and astrophysics and (2) learn how physics works in explaining varieties of observed astronomical phenomena that encompass the origin and evolution of the universe and its contents--from galaxies to stars and planets. In this way students become familiar with the essential concepts of modern physics in terms of astronomy and astrophysics. Lab fee associated with these courses. This course counts toward the Scientific Inquiry: The Natural and Physical World requirement.",,,"a three-quarter sequence, astronomical, astronomy, astrophysic, cutting, discovery, edge, essential, evolution, familiar, fee, first class, galaxy, inquiry, its contents, lab, lab fee, meaning, modern, modern physics, modern research, natural, nature, observed, observed astronomical phenomena, origin, our knowledge, our physical world, phenomenon, physical, physics, planet, quarter, sequence, star, term, the cutting-edge astronomy, the essential concepts, the fundamentals, the meaning, the natural and physical world requirement, the nature, the origin, the scientific inquiry, the universe, these courses, this course, this course sequence, this way, universe, variety, way",PHYS 1011,PHYS,4,Beginner
PHYS 1213 University Physics III (5 Credits),"Third of a three-quarter sequence. Electrostatics, electric circuits, magnetism and electromagnetism; electromagnetic waves. Required for all physics and engineering majors and recommended for all science majors who are also required to take calculus. The lab portion of this course is a continuation of the PHYS 1221 and 1222 lab portions and builds on the students' laboratory skills and knowledge from those labs. Emphasis for this lab is on electricity, magnetism and circuits. This course counts toward the Scientific Inquiry: The Natural and Physical World requirement. Cross listed with PHYS 1214. Prerequisite: PHYS 1212. Corequisite: MATH 1953.","MATH1953, PHYS1212, PHYS1214, PHYS1221",,"1222 lab portions, a continuation, a three-quarter sequence, all physics and engineering majors, all science majors, calculus, circuit, continuation, corequisite, electric, electric circuits, electricity, electromagnetic, electromagnetic waves, electromagnetism, electrostatic, engineering, inquiry, lab, laboratory, magnetism, math, natural, phy, physical, physics, portion, quarter, science, sequence, the lab portion, the natural and physical world requirement, the phys, the scientific inquiry, the students' laboratory skills, this course, this lab, those labs, wave",PHYS 1213,PHYS,5,Unknown
PLSC 1810 Introduction to Law and Society (4 Credits),"This course introduces the relationship between law and society, exploring principles of legal conduct in social contexts and explaining how social scientific methods are used to understand these principles. Questions discussed include what is the relationship between the “law-on-the-books” and “law-in-action, ” and what can we learn from gaps between formal law and the “real” law that is experienced in society? Empirical examples may include international comparisons and the evolution of law over time. This course counts toward the Scientific Inquiry: Society and Culture requirement.",,,"action, book, comparison, conduct, contexts, empirical, empirical examples, evolution, example, formal, formal law, gap, inquiry, international comparisons, law, legal, legal conduct, question, real, relationship, social contexts, social scientific methods, society and culture requirement, the evolution, the relationship, the scientific inquiry, the “law, the “real” law, these principles, this course, time",PLSC 1810,PLSC,4,Beginner
PLSC 1000 Introduction to American Politics (4 Credits),"Philosophical traditions, historical background, structure and functioning of American government, and political attitudes and behavior. This course counts toward the Scientific Inquiry: Society and Culture requirement.",,,"american, american government, attitude, behavior, functioning, government, historical background, inquiry, philosophical, philosophical traditions, political attitudes, society and culture requirement, structure, the scientific inquiry, this course, tradition",PLSC 1000,PLSC,4,Beginner
PLSC 2620 Quest for Community (4 Credits),"This course explores how political theory over the past several decades has grappled with the benefits, limitations, and paradoxes of liberalism in the post-modern world. Inquiry revolves around whether and how liberalism can deal with the identities, differences, and distributive inequalities that complicate our world today. Is liberalism -or its successor ideology, neoliberalism- an appropriate model for political community, or should it be replaced with a different paradigm? What would it mean to think beyond liberalism to something more radical and democratic? Satisfies the department distribution requirement in political theory. Junior standing required.",,,"a different paradigm, an appropriate model, appropriate, benefit, decade, democratic, difference, distribution, distributive, distributive inequalities, how political theory, identity, ideology, inequality, inquiry, its successor ideology, junior, junior standing, liberalism, limitation, modern, our world, paradigm, paradox, past, political community, political theory, post, radical, standing, successor, the benefits, the department distribution requirement, the identities, the past several decades, the post-modern world, this course, today",PLSC 2620,PLSC,4,Unknown
PLSC 2850 Politics of Criminal Justice in the US (4 Credits),"Problems and reforms in American criminal justice system; causes and extent of crime, excessive use of force by police, systemic racism, bail reform, probation and parole; prisons and police/community relations. Prerequisite: sophomore standing.",,Sophomore standing.,", excessive use, american, american criminal justice system, bail, bail reform, cause, crime, criminal, excessive, extent, force, justice, parole, police, police/community relations, prison, probation, racism, reform, relation, sophomore, systemic, systemic racism, use",PLSC 2850,PLSC,4,Unknown
PLSC 2410 American Government Simulation (4 Credits),"This course explores American politics by simulating the legislative process of the federal government. Students play either a member of the House of Representatives or a member of the Executive Branch. The simulation requires that students seek the goals related to their position. By putting theory into practice, students gain a better understanding of Washington politics. Satisfies the department distribution requirement in American politics. Prerequisite: Sophomore standing.",,Sophomore standing.,"a better understanding, a member, american, american politics, branch, distribution, either a member, executive, federal, goal, government, house, legislative, member, politic, position, representative, simulation, sophomore, the department distribution requirement, the executive branch, the federal government, the goals, the house, the legislative process, the simulation, their position, this course, understanding, washington, washington politics",PLSC 2410,PLSC,4,Unknown
PLSC 2002 Abortion Politics and Law (4 Credits),"Abortion has been, and continues to be, a defining issue in America politics and law. As the traditional story goes, the country has been locked in a high-stakes and highly controversial fight over abortion since the Supreme Court legalized access in 1973 via the Roe v. Wade decision. While a convenient story, it egregiously oversimplifies both the past and present of abortion politics and law. This class aims to explore the cyclical and complex relationship between law and politics of abortion in America: how it came to become a national issue; how and why its contours have changed over time; what effects it has had on people’s lives and the country’s politics; and how we can constructively think about the new, post-Roe US. In doing so, we will also consider how the case study of abortion can inform our more general understandings of American politics, law, movements, and political parties.",,,"a convenient story, a defining issue, a high-stakes, a national issue, abortion, abortion politics, access, america, america politics, american, american politics, both the past, complex, contour, controversial, convenient, country, court, cyclical, defining, effect, fight, general, high, highly controversial fight, its contours, law, life, movement, new, our more general understandings, party, past, people, people’s lives, politic, political parties, post, present, relationship, roe, stake, story, supreme, the case study, the country, the country’s politics, the cyclical and complex relationship, the supreme court, the traditional story, this class, time, traditional, understanding, wade, what effects",PLSC 2002,PLSC,4,Unknown
