Course,Course Title,Description,credit_hours,level
Philosophy,PHIL 3215 Modern Jewish Philosophy  (4 Credits),Prerequisite: junior standing or instructor's permission. Cross listed withJUST 3215.,4,Unknown
Philosophy,"PHIL 3333 Logic, Language, and Metaphysics  (4 Credits)","This course provides a systematic exploration of the foundations of contemporary philosophy—namely, logic and language—and their metaphysical implications. The class can be divided in three broad modules. Our starting point is the collapse of Kant’s system due to staggering discovering in physics and geometry. Next, we shall discuss the subsequent development of mathematical logic and the philosophy of language in the work of Frege, Russell, Tarski, and Goedel. The last portion is devoted to philosophical applications of these logical results in the field of metaphysics. Specifically, we shall explore the work of Carnap, Quine, and Kripke. Junior or senior standing required (or instructor permission).",4,Unknown
Philosophy,PHIL 3445 Cultural Theory and Critique  (4 Credits),"This course will provide an overview of the major theories of culture and cultural critique, as well as a consideration of some of the major controversies and recent developments in this field.  It will proceed roughly chronologically, beginning with liberal humanist critique and continuing with hermeneutics, materialist and Marxist critique, psychoanalysis, the Frankfurt School, structuralism, post-structuralism, and contemporary British cultural studies.  It will also consider more recent developments, such as feminist critique, GLBT critique, and postcolonialism. While the approach will be mainly philosophical, implications for other areas such as literature, art, emergent media, religion, and politics will also figure in the discussions, so it is appropriate for students in many fields, not just philosophy.  Prerequisite: Junior standing or permission of the instructor.  Note that this course will serve as a foundational offering for students interested in participating in the Critical Theory specialization.",4,Unknown
Philosophy,PHIL 3446 Philosophy in the American Tradition  (4 Credits),"The course introduces students to the thought of the three premier American Transcendentalist writers: Ralph Waldo Emerson, Margaret Fuller, and Henry David Thoreau. These three writers—by turns friends, rivals, neighbors, and even housemates in nearby Concord, Massachusetts— created what Emerson called “a poetry and philosophy of insight and not of tradition” and laid the foundations for American philosophy and literature as we know it today. They also led the first countercultural movement in American history, advocating causes as varied as environmentalism, abolitionism, women’s rights, and the “higher law” of the individual conscience in an age of unbridled capitalism and populism. We will consider the Transcendentalists as both writers and reformers, examining their calls for a uniquely American literature and their romantic sacralization of nature as well as their deep commitment to reform and their engagement with the turbulent politics of their time. In the final weeks of the course, we will explore the Transcendentalists’ profound influence on American cultural history, ranging from their contemporaries (Frederick Douglass, Walt Whitman, Emily Dickinson, and Nathaniel Hawthorne) to ours (Marilynne Robinson, Terrence Malick, and W. S. Merwin).",4,Beginner
Philosophy,PHIL 3448 Theory of the Subject: From Hegel to Zizek  (4 Credits),"The great French philosopher Michel Foucault in his Collège de France lectures in the early 1980s characterized the theory of the subject as the very key to the development both of Western philosophy and Western thinking in general. This course will explore Foucault’s thesis with reference to different theoretical models of subjectivity and “subjectification” (as Jacques Lacan calls it). It will do so through close readings of selections from the works of G.W.F. Hegel, Søren Kierkegaard, Lacan, Alain Badiou, and Slavoj Žižek as well as select portions of Foucault’s 1981-82 lectures entitled The Hermeneutics of the Subject. This course is cross-listed withRLGS 3448.",4,Unknown
Philosophy,PHIL 3450 Phenomenology and Theology  (4 Credits),Cross listed with RLGS 3455. Prerequisite: junior standing or instructor's permission.,4,Unknown
Philosophy,PHIL 3460 Nietzsche & the Death of God  (4 Credits),"This course involves an intensive reading and discussion of Friedrich Nietzsche's 'Thus Spake Zarathustra,' together with relevant associated materials, especially 'The Gay Science.' Prerequisite: junior standing or instructor's permission. Cross listed withRLGS 3460.",4,Unknown
Philosophy,PHIL 3465 Derrida and Postmodernism  (4 Credits),Cross listed withRLGS 3465. Prerequisite: junior standing or instructor's permission.,4,Unknown
Philosophy,PHIL 3466 Contemporary Continental Philosophy  (4 Credits),"A critical study of current trends in European philosophy, focusing on such thinkers as Deleuze, Badiou, Zizek, Meillassoux, or Laruelle.  Prerequisite: junior standing or instructor's permission.",4,Unknown
Philosophy,"PHIL 3610 Advanced Topics in Philosophy, Psychology, and Cognitive Science  (4 Credits)","This course provides an advanced survey of conceptual and methodological issues that lie at the intersection of philosophy, psychology, and cognitive science. More specifically, our main goal is to engage in a critical discussion of how the study of the mind requires an interdisciplinary approach that integrates empirical findings with conceptual and philosophical theorizing. Cross listed withPSYC 3610. Prerequisites:PSYC 1001and junior standing (or instructor approval).",4,Advanced
Philosophy,PHIL 3611 The Boundaries of Scientific Knowledge: A Philosophical Exploration  (4 Credits),"Despite its staggering successes, public trust in science is disquietingly low. What has gone wrong? Why is a substantive portion of the population unwilling to trust the advice of specialists? A central problem lies in the tendency of scientists, philosophers, and various pundits to hype, bloat, and overemphasize the promises and results of scientific research. This leads to scientism, broadly conceived as the imperialist tendency to reduce all knowledge to scientific knowledge. But what exactly is scientism? Despite the pejorative connotation of the term, is it an intellectual sin or a virtue? The aim of this course is to map the terrain, exploring various dimensions of scientism, and how it affects the public dimensions of scientific research and its relation to the humanities, religion, and other domains of knowledge, culture, and society.",4,Unknown
Philosophy,PHIL 3612 AI and Robotics  (4 Credits),"In this interdisciplinary seminar we will discuss foundational issues regarding artificially intelligent systems. We will seek to understand how recent advances in AI research bear on our understanding of the nature of the mind, intelligence, agency, rationality, and consciousness. We will also discuss how philosophical advances can advance empirical progress. Additionally, we will discuss some barriers to progress that these technologies might pose. In particular, we will be focused on three groups of questions: 1. What special opportunities and challenges are presented by deep neural net and deep learning technology regarding building and understanding artificially minded intelligent agents? 2. What is the role of the body and environment in producing intelligence? 3. Deep neural net algorithms are already commonly used to predict recidivism rates, diagnose illnesses, and make advertising more effective. In what ways might such algorithms be approaching human or animal intelligence, or shed light on such intelligence? In what ways might human and animal intelligence be importantly different? In what ways might contemporary intelligence research perpetuate injustice and oppression? This seminar is designed to be interdisciplinary, and I welcome students working in philosophy, robotics/AI, and cognitive science who want to work hard and dig deeper. There are no strict prerequisites, but some background knowledge in relevant disciplines will be highly useful.",4,Unknown
Philosophy,PHIL 3618 Philosophy of Biology  (4 Credits),"A survey of conceptual issues that lie at the intersection of biology and philosophy: the central concepts of evolutionary theory (such as natural selection, fitness, adaptation and function), the relation of biology to other “lower” sciences (can it be reduced to physics and chemistry?), whether there are genuine scientific laws in biology, and the relation between biology and other fields like cognitive science and ethics. At least Junior standing required.",4,Unknown
Philosophy,PHIL 3620 Philosophical Perspectives on Economics and Social Sciences  (4 Credits),"This course provides an advanced survey of conceptual and methodological issues that lie at the intersection of philosophy, economics, and the social sciences. More specifically, the main goal is to engage in a critical discussion of how sciences such as psychology, sociology, and neuroscience can challenge and modify the foundations and methodology of economic theories. The course is structured around three broad modules. After a brief introduction, we begin by discussing the emergence of rational choice theory which constitutes the foundation of classical and neoclassical economics and present some paradoxical implications of expected utility theory. The second module focuses on the relationship between economics and psychology. More specifically, we examine the emergence of behavioral economics, the study of the social, cognitive, and emotional factors on the economic decisions of individuals and institutions and their consequences for market prices, returns, and resource allocation. Finally, the third module focuses on the implications of neuroscience on decision making. We discuss some recent developments in neuroeconomics, a field of study emerged over the last few decades which seeks to ground economic theory in the study of neural mechanisms which are expressed mathematically and make behavioral predictions.",4,Advanced
Philosophy,PHIL 3699 Proseminar in Philosophy  (4 Credits),"Philosophy is a diverse discipline with various subfields, most of which are becoming increasingly specialized and methodologically autonomous. Specialization is often (rightly) perceived as an indicator of disciplinary progress and intellectual development. However, it is important that students of philosophy pursue breadth as well as depth. The goal of this course is to provide an overview of a series of seminal texts in philosophy, from a variety of subfields, epochs, and traditions. Each weekly meeting is devoted to the presentation, analysis, and discussion of a text that any student of philosophy should read at some point in her or his career. Requires junior standing or instructor's permission.",4,Unknown
Philosophy,PHIL 3700 Topics in Philosophy  (1-4 Credits),Prerequisite: junior standing or instructor's permission.,4,Unknown
Philosophy,PHIL 3701 Topics in Philosophy  (1-4 Credits),Prerequisite: junior standing or instructor's permission.,4,Unknown
Philosophy,PHIL 3702 Topics in Philosophy  (1-4 Credits),Prerequisite: 10 hours of Philosophy at 2000 level or permission of instructor.,4,Unknown
Philosophy,PHIL 3703 Topics in Philosophy  (1-4 Credits),Prerequisite: 10 hours of Philosophy at 2000 level or permission of instructor.,4,Unknown
Philosophy,PHIL 3704 Topics in Philosophy  (1-4 Credits),Prerequisite: 10 hours of Philosophy at 2000 level or permission of instructor.,4,Unknown
Philosophy,PHIL 3988 Study Abroad Resident Credit  (0-18 Credits),,18,Unknown
Philosophy,PHIL 3991 Independent Study  (1-8 Credits),,8,Unknown
Philosophy,PHIL 3995 Independent Research  (1-8 Credits),,8,Unknown
Philosophy,PHIL 3999 Philosophy Assessment  (0 Credits),This course involves a required assessment of graduating philosophy majors' knowledge of the discipline based on coursework taken after completing 75% of their coursework. It is available to anyone who has completed at least 30 credits of philosophy courses and is required for graduation.,0,Unknown
Physics & Astronomy,PHYS 1011 21st-Century Physics and Astronomy I  (4 Credits),"First class in a three-quarter sequence that explores the meaning of discoveries in our physical world in terms of astronomy and astrophysics, and how they shape modern research into our knowledge of the nature of the universe. In this course sequence, students (1) survey the fundamentals of the cutting-edge astronomy and astrophysics and (2) learn how physics works in explaining varieties of observed astronomical phenomena that encompass the origin and evolution of the universe and its contents--from galaxies to stars and planets. In this way students become familiar with the essential concepts of modern physics in terms of astronomy and astrophysics. Lab fee associated with these courses. This course counts toward the Scientific Inquiry: The Natural and Physical World requirement.",4,Unknown
Physics & Astronomy,PHYS 1012 21st-Century Physics and Astronomy II  (4 Credits),"Second class in a three-quarter sequence that explores the meaning of discoveries in our physical world in terms of astronomy and astrophysics, and how they shape modern research into our knowledge of the nature of the universe. In this course sequence, students (1) survey the fundamentals of the cutting-edge astronomy and astrophysics and (2) learn how physics works in explaining varieties of observed astronomical phenomena that encompass the origin and evolution of the universe and its contents--from galaxies to stars and planets. In this way students become familiar with the essential concepts of modern physics in terms of astronomy and astrophysics. Lab fee associated with these courses. This course counts toward the Scientific Inquiry: The Natural and Physical World requirement.",4,Unknown
Physics & Astronomy,PHYS 1013 21st-Century Physics and Astronomy III  (4 Credits),"Third class in a three-quarter sequence that explores the meaning of discoveries in our physical world in terms of astronomy and astrophysics, and how they shape modern research into our knowledge of the nature of the universe. In this course sequence, students (1) survey the fundamentals of the cutting-edge astronomy and astrophysics and (2) learn how physics works in explaining varieties of observed astronomical phenomena that encompass the origin and evolution of the universe and its contents--from galaxies to stars and planets. In this way students become familiar with the essential concepts of modern physics in terms of astronomy and astrophysics. Lab fee associated with these courses. This course counts toward the Scientific Inquiry: The Natural and Physical World requirement.",4,Unknown
Physics & Astronomy,PHYS 1050 Descriptive Astronomy  (4 Credits),"Introduction to the cosmos, including stars, galaxies, and origin and fate of universe; constellations and observing techniques. Includes laboratory and observing sessions at Chamberlin Observatory's 20-inch refractor telescope.",4,Beginner
Physics & Astronomy,PHYS 1070 Solar System Astronomy  (4 Credits),"Introduction to advances in knowledge of atmospheres, surfaces and interiors of other planets in our solar system and elsewhere; emphasis on interpretation and significance of discoveries for the nonspecialist.  Includes observing at Chamberlin Observatory.  Recommended Prerequisite:PHYS 1050.",4,Beginner
Physics & Astronomy,PHYS 1090 Cosmology  (4 Credits),"Companion toPHYS 1070. Discoveries of modern era concerning stars, galaxies, and origin and fate of universe, to aid appreciation of new discoveries. Open to majors and non-majors in the sciences. Includes scheduled observing at Chamberlin Observatory. Recommended Prerequisite:PHYS 1050.",4,Unknown
Physics & Astronomy,PHYS 1111 General Physics I  (5 Credits),"This is the first of a three-quarter sequence for students in any Natural Science and Mathematics field of study. The course stresses physics concepts rather than equation derivation as in the calculus-based course (PHYS 1211/PHYS 1212/PHYS 1213orPHYS 1214). Algebra and trigonometry are used regularly to solve problems and make predictions. Includes topics in mechanics (kinematics, dynamics) including forces, one and two dimensional motion, work, energy and momentum. The course includes a rigorous algebra-based laboratory that exposes students to a broad range of the real physical phenomena investigated using equipment as well as computerized instrumentation and data acquisition techniques. This course counts toward the Scientific Inquiry: The Natural and Physical World requirement. Prerequisites: high school algebra, trigonometry. Students majoring in physics or engineering are required to takePHYS 1211/PHYS 1212/PHYS 1213orPHYS 1214. Lab fee associated with this course.",5,Unknown
Physics & Astronomy,PHYS 1112 General Physics II  (5 Credits),"This is the second of a three-quarter sequence for students in any Natural Science and Mathematics field of study. The course stresses physics concepts rather than equation derivation as in the calculus-based course (PHYS 1211/PHYS 1212/PHYS 1213orPHYS 1214). Algebra and trigonometry are used regularly to solve problems and make predictions. Includes topics in rotational motion, torque, vibrations, fluids, heat and thermodynamics, kinetic theory, and particles and matter waves. The course includes a rigorous algebra-based laboratory that exposes students to a broad range of the real physical phenomena investigated using equipment as well as computerized instrumentation and data acquisition techniques. This course counts toward the Scientific Inquiry: The Natural and Physical World requirement. Prerequisites: high school algebra, trigonometry,PHYS 1111.  Students majoring in physics or engineering are required to takePHYS 1211/PHYS 1212/PHYS 1213orPHYS 1214. Lab fee associated with this course.",5,Unknown
Physics & Astronomy,PHYS 1113 General Physics III  (5 Credits),"This is the third of a three-quarter sequence for students in any Natural Science and Mathematics field of study. The course stresses physics concepts rather than equation derivation as in the calculus-based course (PHYS 1211/PHYS 1212/PHYS 1213orPHYS 1214). Algebra and trigonometry are used regularly to solve problems and make predictions. Includes topics in rotational motion, torque, vibrations, fluids, heat and thermodynamics, kinetic theory, and particles and matter waves. The course includes a rigorous algebra-based laboratory that exposes students to a broad range of the real physical phenomena investigated using equipment as well as computerized instrumentation and data acquisition techniques. This course counts toward the Scientific Inquiry: The Natural and Physical World requirement. Prerequisites: high school algebra, trigonometry,PHYS 1112.  Students majoring in physics or engineering are required to takePHYS 1211/PHYS 1212/PHYS 1213orPHYS 1214. Lab fee associated with this course.",5,Unknown
Physics & Astronomy,PHYS 1200 Physics Preparatory  (2 Credits),"This course is strongly recommended to everyone considering a major in physics and astronomy. It introduces students to problems, techniques, and tools used in physics and astronomy and offers an overview of the research carried out in the Department of Physics and Astronomy. High-school physics knowledge is not required.",2,Beginner
Physics & Astronomy,PHYS 1211 University Physics I  (5 Credits),"First of a three-quarter sequence. Kinematics, vectors, force, energy and work, linear momentum, rotation of rigid bodies. Required for all physics and engineering majors and recommended for all science majors who are also required to take calculus. The course includes a rigorous calculus-based laboratory that exposes students to a broad range of the real physical phenomena studied in the lecture course. Through the use of experimental apparatus, computerized instrumentation and data acquisition, data analysis and graphical representation, students use the observed phenomena to exemplify the laws of physics. Physics theory and other relevant background information are explored individually by students in weekly prelab exercises. Students learn to write introductory-level laboratory reports and become familiar with good laboratory technique. Emphasis for this lab is on mechanics. This course counts toward the Scientific Inquiry: The Natural and Physical World requirement. Corequisite:MATH 1951.",5,Beginner
Physics & Astronomy,PHYS 1212 University Physics II  (5 Credits),"Second of a three-quarter sequence. Gravitation, fluids; oscillatory motion; waves; thermal physics. Required for all physics and engineering majors and recommended for all science majors who are also required to take calculus. The lab portion of this course is a continuation of thePHYS 1211lab portion and builds on laboratory skills and knowledge from that course. Emphasis for this lab is on waves, oscillations, sound, fluids and thermodynamics. This course counts toward the Scientific Inquiry: The Natural and Physical World requirement. Prerequisite:PHYS 1211. Corequisite:MATH 1952.",5,Unknown
Physics & Astronomy,PHYS 1213 University Physics III  (5 Credits),"Third of a three-quarter sequence. Electrostatics, electric circuits, magnetism and electromagnetism; electromagnetic waves. Required for all physics and engineering majors and recommended for all science majors who are also required to take calculus. The lab portion of this course is a continuation of the PHYS 1221 and 1222 lab portions and builds on the students' laboratory skills and knowledge from those labs. Emphasis for this lab is on electricity, magnetism and circuits.  This course counts toward the Scientific Inquiry: The Natural and Physical World requirement. Cross listed withPHYS 1214. Prerequisite:PHYS 1212. Corequisite:MATH 1953.",5,Unknown
Physics & Astronomy,PHYS 1214 University Physics III for Engineers  (4 Credits),"This is the third course of a three-quarter sequence and is for engineers only; this is equivalent toPHYS 1213, but does not include lab component. Electrostatics, electric circuits, magnetism and electromagnetism; electromagnetic waves. Required for all engineering majors. This course counts toward the Scientific Inquiry: The Natural and Physical World requirement. Cross listed withPHYS 1213. Prerequisite:PHYS 1212. Corequisite:MATH 1953.",4,Unknown
Physics & Astronomy,PHYS 1991 Independent Study  (1-10 Credits),,10,Unknown
Physics & Astronomy,PHYS 1995 Independent Research  (1-10 Credits),,10,Unknown
Physics & Astronomy,PHYS 2011 Circuits I  (3 Credits),"Cross-listed withENEE 2012.  An introduction to electrical circuits analysis and design.  Emphasis is on definitions of basic variables, passive circuit components and the ideal operational amplifier.  DC analysis of circuits and circuit theorems are stressed.  AC signals are introduced.  Computer analysis software is integrated throughout the course. Cross listed with ENEE 2011. Co-requisites:PHYS 1213or 1214,MATH 1953,PHYS 2015or instructor's permission.",3,Beginner
Physics & Astronomy,PHYS 2015 Engineering Applications I  (1 Credit),"Cross-listed with ENEE 2015.  Laboratory program introduces electronic test equipment, verifies circuit theorems and practices elementary interface circuit design. Cross listed with ENGR 2015. Co-requisite:PHYS 2011or instructor's permission.",1,Beginner
Physics & Astronomy,PHYS 2021 Circuits II  (3 Credits),"Cross-listed with ENEE 2021.  AC analysis of linear circuits to include circuit theorems via classical and transform techniques.  Emphasis is on Laplace transform, including use of pole-zero and Bode diagrams to analyze and design circuits, including multiple filters (single-pole cascade, Butterwork, Chebyshev), and step response circuits.  Phasors applications to sinusoidal steady state analysis and AC power.  Computer analysis software is used as an aid to circuit design. Cross listed with ENEE 2021. Prerequisites:PHYS 2011,PHYS 2015. Corequisites:PHYS 2025,MATH 2070.",3,Unknown
Physics & Astronomy,PHYS 2025 Engineering Applications II  (1 Credit),Cross-listed with ENEE 2025.  Laboratory program practicing time and frequency domain analysis and design techniques on step response and filter problems.  Applications to instrumentation and circuits. Cross listed with ENEE 2025. Prerequisite:PHYS 2011. Corequisite:PHYS 2021or instructor's permission.,1,Unknown
Physics & Astronomy,PHYS 2050 Ways of Seeing and Sensing: Astrophysics  (4 Credits),"Ways of Seeing and Sensing represents a new collaboration between the departments of Media, Film & Journalism Studies, Biological Sciences, and Physics & Astronomy. The class is a place-based exercise revolving around the idea that what we know about our surroundings depends on how we “see” or “sense.” We will examine various aspects of nature specific to the Kennedy Mountain Campus (KMC) using both micro and macro approaches to “seeing” through a variety of technologies, including microscopes, trail cameras, photo and video cameras, night vision glasses, and telescopes. To develop the concept of “sensing,” we will explore the soundscapes of the KMC as well as the ways plants and animals endemic to this ecosystem sense their surroundings. We will also explore using human senses other than sight to navigate the nighttime environment.
The course will focus on science communication, storytelling, and the creation of professional-quality photo and video content for dissemination on the Internet, at environmental film festivals, in galleries, at campus events, and potentially via broadcast outlets. Students will work in teams of 3–4 to develop and produce documentary stories unique to the ecology and astronomy of the KMC. Students choosing the astrophysics focus will also complete assignments on optics and telescope design, coordinates and motions of the night sky, and the use of non-optical wavelengths and multimessenger techniques as ways of ""sensing"" in modern observational astronomy. This course will meet together with BIOL 2050 and MFJS 2050 courses, which have different prerequisites and discipline-specific assignments. Prerequisites:PHYS 1013orPHYS 1113orPHYS 1212.",4,Unknown
Physics & Astronomy,PHYS 2051 Bio-Astronomy of Solar Systems  (4 Credits),"The nature of our solar system, and those of recently discovered solar systems around other stars, will be examined using the tools of modern physics and astronomy, with a focus on biogenic opportunities in these diverse environments. Credit can apply toward physics or astrophysics minor. Prerequisite:PHYS 1113,PHYS 1213,PHYS 1214, or instructor's permission.",4,Unknown
Physics & Astronomy,PHYS 2052 Stellar Physics  (4 Credits),"The physics of stars will be examined using the tools of modern physics and astronomy, with the focus on their structure, interiors, origin and evolution, including single and multiple star systems, white dwarf, neutron stars and black holes. Credit can apply toward physics or astrophysics minor. Prerequisite:PHYS 1113,PHYS 1213,PHYS 1214, or instructor's permission.",4,Unknown
Physics & Astronomy,PHYS 2053 Galaxies and Cosmology  (4 Credits),"Modern discoveries involving galaxies in our universe and cosmological theories based on these and particle physics findings will be examined using the tools of modern physics and astronomy. Credit can apply toward physics or astrophysics minor. Prerequisite:PHYS 1113,PHYS 1213,PHYS 1214, or instructor's permission.",4,Unknown
Physics & Astronomy,PHYS 2061 Telescopes and Instrumentation  (4 Credits),"The student will develop and refine facility and experience with telescopes, software, methods, catalogs, libraries, astronomical instrumentation and assorted contents of the universe, including ground-based and space-based telescopes and detector systems. Observing projects included; use of the Student Astronomy Lab and/or internet telescope(s) for observing projects and variable star monitoring, plus occasional use of the 20 inch Clark/Saegmuller refractor or Mt. Evans reflectors for observing, measuring and practicing public instruction. Math tools include algebra, statistics, Excel, Mathcad, IDL, C++, etc. Credit can apply toward physics or astrophysics minor. Prerequisite:PHYS 1050orPHYS 1070orPHYS 1090orPHYS 1112orPHYS 1212or instructor's permission.",4,Unknown
Physics & Astronomy,PHYS 2062 Astronomy with Digital Cameras  (4 Credits),"The revolution brought about with digital recording systems has revolutionized astronomy by providing access to faint source imaging and in-depth astronomical spectroscopy not possible during the photographic era. This course will train students to apply this technology to problems associated with light and spectrum measurement that facilitate tests of modern astrophysical theories. Each student will select an observing project to develop during the term, pursue data collection and analysis at the Student Astronomy Lab or other telescope(s), and report results on a personal website and/or in poster format. Credit can apply toward physics or astrophysics minor. Prerequisite:PHYS 1050orPHYS 1070orPHYS 1090orPHYS 1113orPHYS 1213or instructor's permission.",4,Unknown
Physics & Astronomy,PHYS 2063 Observing & Data Analysis  (4 Credits),"Students will learn fundamentals of astronomical research with hands-on data analysis opportunities. After going over the basics of astronomical observations and the standard FITS data file format, students will practice both imaging and spectroscopic data reduction processes using actual astronomical data. Proficiency in computer programing/scripting is strongly desired (strong preference is given to Python, IDL, C, and any other for which FITS I/O routines are available). Students are required to bring their own laptop to class. Credit can apply toward physics or astrophysics minor. Prerequisite:PHYS 1113,PHYS 1213,PHYS 1214, or instructor's permission.",4,Unknown
Physics & Astronomy,PHYS 2251 Modern Physics I  (4 Credits),"First of a two-quarter sequence. Topics covered: Introduction to special relativity; photons, de Broglie wavelength, Heisenberg uncertainty principles, quantum numbers and invariance principles; introduction to quantum physics of atoms, molecules, solids and nuclei; radioactive decay; elementary particles.  Prerequisites:PHYS 1113,PHYS 1213orPHYS 1214andMATH 1953. Corequisite:MATH 2070.",4,Beginner
Physics & Astronomy,PHYS 2252 Modern Physics II  (4 Credits),"Second of a two-quarter sequence. Topics covered: Advanced topics in quantum mechanics: particle in a box, tunneling, variational principle, symmetry; introduction to statistical physics and thermodynamics: ensembles, Bose-Einstein condensation, super-fluidity, superconductivity, nano-science; introduction to chaos: maps, stability analysis, bifurcations; introduction to computational physics. Prerequisite:PHYS 2251. Corequisite:PHYS 2260.",4,Advanced
Physics & Astronomy,PHYS 2259 Uncertainty and Error Analysis  (2 Credits),"In this course, students will build on the laboratory experience gained in University Physics Lab. Students will learn why uncertainty analysis is crucial to reducing and correcting errors in science. Additionally, students will develop the theory behind, and learn how to carry out, uncertainty and data analysis calculations. Uncertainty analysis topics include statistical analysis of data, propagation of error, the normal distribution, rejection of data, weighted averages, least-squares fitting, covariance and correlation, the binomial and Poisson distributions, and the chi-squared test. Strong emphasis for this course is placed on having students develop independence with their laboratory skills, as well as preparing students for Modern Physics Lab (PHYS 2260). Prerequisites:PHYS 1213orPHYS 1214andMATH 1953orMATH 1963.",2,Unknown
Physics & Astronomy,PHYS 2260 Modern Physics Lab  (1 Credit),"Laboratory to accompanyPHYS 2252. Students will perform laboratories that demonstrate special relativity, the wave/particle duality of light, the quantization of charge, and the discrete nature of energy levels in bound systems. Laboratories include the Michelson-Morley experiment, spectroscopy, blackbody radiation, laser diffraction and the double slit experiment, the photoelectric effect, the Millikan oil drop experiment, the charge-to-mass ratio of the electron, and the Franck-Hertz experiment. Students will apply uncertainty and error analysis to real experimental data. Strong emphasis for this lab is placed on having students develop independence with their laboratory skills. A Windows-based laptop computer is required for this lab. Lab fee associated with this course. Prerequisites:PHYS 2259andMATH 2070. Corequisite:PHYS 2252.",1,Unknown
Physics & Astronomy,PHYS 2300 Physics of the Body  (3 Credits),"This is the first course required for a medical physics minor. Muscles and forces; physics of the skeleton; energy, heat, work and power of the body; osmosis and kidneys; lungs and breathing; cardiovascular system; electrical and magnetic signals in the body. Prerequisite:PHYS 1113,PHYS 1213, orPHYS 1214.",3,Unknown
Physics & Astronomy,PHYS 2311 Intermediate Lab I  (2 Credits),"In this lab, students learn to develop laboratory instrumentation to make physical measurements using electronic circuitry and the personal computer. Laboratory exercises include a review of DC circuits including transistors, LabVIEW programming, the PC parallel port, AC circuits and the oscilloscope, operational amplifiers and the RS-232C serial port. Strong emphasis for this lab is placed on having students develop independence with their laboratory skills. Prerequisites:PHYS 2260andMATH 2070.",2,Unknown
Physics & Astronomy,PHYS 2312 Intermediate Lab II  (2 Credits),"This lab is a continuation ofPHYS 2311and builds heavily on the concepts learned during that first quarter. Laboratory exercises include using the personal computer, LabVIEW programming, and electronic circuitry for single point and waveform data acquisition including the Fast Fourier Transform, GPIB and serial devices, transducers, controls and feedback systems, counting, and timing. Strong emphasis for this lab is placed on having students develop independence with their laboratory skills. Prerequisite:PHYS 2311.",2,Unknown
Physics & Astronomy,PHYS 2313 Intermediate Lab III  (2 Credits),This lab is the final lab in the Intermediate Lab sequence. Students leverage the knowledge gained in the first two quarters to perform physics experiments using electronic circuitry and the personal computer. It is expected that students will be independent in their ability to perform in the laboratory. Prerequisite:PHYS 2312.,2,Intermediate
Physics & Astronomy,PHYS 2340 Medical Imaging Physics  (3 Credits),"This is the second course required for a medical physics minor, following Physics of the Body (PHYS 2300). X-rays; nuclear medicine instrumentation; radiography and fluoroscopy; computed tomography; ultrasound; magnetic resonance imaging; radiobiology. Prerequisites:PHYS 1112,PHYS 1212.",3,Unknown
Physics & Astronomy,PHYS 2400 Introduction to Quantum Computing  (4 Credits),"This physics course will introduce students to the theory and applications of quantum computing. Students will gain a foundational understanding of quantum computing concepts, principles, and applications, and will gain experience simulating and programming quantum gates – culminating in students designing a quantum computation and running it on a real quantum computer. This experience will prepare students to engage with quantum science and engineering. Prerequisite:MATH 1953.",4,Beginner
Physics & Astronomy,PHYS 2510 Applied Mechanics I  (3 Credits),"First of a three-quarter sequence. Co-listed withENME 2510. Statics of particles, equivalent systems of forces, centroids and center of gravity, frames and machines, friction, moments of inertia, method of virtual work.  Kinematics of particles, Newton's second law, energy and momentum, central force motion, impulsive motion, kinematics and motion of rigid bodies in two and three dimensions; accelerated frames of reference; mechanical vibrations. Cross listed withENME 2510. Prerequisite:PHYS 1211.",3,Unknown
Physics & Astronomy,PHYS 2520 Applied Mechanics II  (3 Credits),"Second of a three-quarter sequence. Statics of particles, equivalent systems of forces, centroids and center of gravity, frames and machines, friction, moments of inertia, method of virtual work.  Kinematics of particles, Newton's second law, energy and momentum methods for particles and systems of particles, angular momentum, central force motion, impulsive motion, kinematics and motion of rigid bodies in two and three dimensions; accelerated frames of reference; mechanical vibrations. Cross listed withENME 2520. Prerequisites:PHYS 2510, ENGR 3610.",3,Unknown
Physics & Astronomy,PHYS 2530 Applied Mechanics III  (3 Credits),"Third of a three-quarter sequence. Statics of particles, equivalent systems of forces, centroids and center of gravity, frames and machines, friction, moments of inertia, method of virtual work.  Kinematics of particles, Newton's second law, energy and momentum methods from particles and systems of particles, angular momentum, central force motion, impulsive motion, kinematics and motion of rigid bodies in two and three dimensions; accelerated frames of reference; mechanical vibrations. Cross listed withENME 2530. Prerequisites:PHYS 2520, ENGR 3610.",3,Unknown
Physics & Astronomy,PHYS 2610 Physics of Climate  (4 Credits),"The course will examine energy from the sun and how it flows into the land, atmosphere, and oceans and then out to space, and how that regulates the average temperature of Earth (and other planets).  Emphasis will be placed on the carbon cycle of the Earth and related topics: atmospheric chemistry of greenhouse gases, forests and phytoplankton, weathering, glaciers, paleontological climate, and the formation of ancient hydrocarbons.  Algebra will be used in the class.  A 1000-level NSM course or permission of the instructor is required.",4,Beginner
